TBLID,GEOID,GEONAME,PROFLN,ESTIMATE,MG_ERROR
TITLE:,MEDIAN AGE OF THE TOTAL POPULATION,,,,
R0101,79500US4805400,"Capital Area COG (Southwest)--Hays County PUMA, Texas",1,32.6,+/-1.1
R0101,79500US4805500,"Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA, Texas",1,40.4,+/-1.9
R0101,79500US4805600,"Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA, Texas",1,36.1,+/-1.9
R0101,79500US4805700,"Alamo Area COG (Northeast)--Guadalupe County PUMA, Texas",1,37.6,+/-0.7
R0101,79500US4805800,"Alamo Area COG (Northeast)--Comal County PUMA, Texas",1,42.4,+/-0.6
R0101,79500US4805901,"San Antonio City (Central) PUMA, Texas",1,35.2,+/-2.1
R0101,79500US4805902,"San Antonio City (Northeast)--Inside Loop I-410 PUMA, Texas",1,34.2,+/-2.6
R0101,79500US4805903,"San Antonio City (Southeast)--Inside Loop I-410 PUMA, Texas",1,35.0,+/-3.0
R0101,79500US4805904,"San Antonio City (Northwest)--Inside Loop I-410 PUMA, Texas",1,35.9,+/-2.2
R0101,79500US4805905,"San Antonio City (West)--Inside Loop I-410 PUMA, Texas",1,30.6,+/-2.1
R0101,79500US4805906,"San Antonio City (Southwest)--Inside Loop I-410 PUMA, Texas",1,33.6,+/-2.2
R0101,79500US4805907,"Bexar County (South)--San Antonio City (Far South) PUMA, Texas",1,31.0,+/-1.3
R0101,79500US4805908,"San Antonio City (West)--Between Loop TX-1604 & Loop I-410 PUMA, Texas",1,31.8,+/-1.9
R0101,79500US4805909,"San Antonio (Northwest) & Leon Valley Cities PUMA, Texas",1,36.3,+/-2.1
R0101,79500US4805910,"San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410 PUMA, Texas",1,29.3,+/-1.2
R0101,79500US4805911,"San Antonio City (North), Hollywood Park Town & Shavano Park City PUMA; Texas",1,37.5,+/-2.7
R0101,79500US4805912,"San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410 PUMA, Texas",1,37.7,+/-3.8
R0101,79500US4805913,"San Antonio (Northeast), Kirby & Windcrest Cities PUMA; Texas",1,35.9,+/-2.4
R0101,79500US4805914,"Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities PUMA, Texas",1,31.6,+/-1.2
R0101,79500US4805915,"Bexar County (North)--San Antonio City (Far North) & Timberwood Park PUMA, Texas",1,39.5,+/-1.1
R0101,79500US4805916,"Bexar County (Northeast)--San Antonio (Northeast), Universal City & Converse Cities PUMA; Texas",1,33.7,+/-2.1
R0101,79500US4806000,"Alamo Area COG (Northwest) & Blanco County PUMA, Texas",1,45.5,+/-1.8
R0101,79500US4806100,"Alamo Area COG (Southwest) PUMA, Texas",1,37.1,+/-2.0
R0101,79500US4806200,"Middle Rio Grande Development Council PUMA, Texas",1,33.3,+/-1.3
R0101,79500US4806301,"South Texas Development Council (North)--Webb County--Laredo City (Central) PUMA, Texas",1,29.1,+/-1.2
R0101,79500US4806302,"South Texas Development Council--Webb County (North & East)--Laredo City (Outer) PUMA, Texas",1,29.5,+/-1.3
R0101,79500US4806400,"South Texas Development Council (South) & Coastal Bend COG (West) PUMA, Texas",1,31.8,+/-2.6
R0101,79500US4806500,"Coastal Bend COG (Northeast) PUMA, Texas",1,38.3,+/-1.7
R0101,79500US4806601,"Coastal Bend COG--Nueces County--Corpus Christi City (Outer) PUMA, Texas",1,36.1,+/-1.9
R0101,79500US4806602,"Coastal Bend COG--Nueces County (Central)--Corpus Christi City (North Central) PUMA, Texas",1,38.8,+/-2.6
R0101,79500US4806603,"Coastal Bend COG--Nueces County (Central)--Corpus Christi City (South Central) PUMA, Texas",1,32.8,+/-1.6
R0101,79500US4806701,"Cameron County (East)--Brownsville City (North) PUMA, Texas",1,34.2,+/-3.7
R0101,79500US4806702,"Cameron County (West)--Harlingen & San Benito Cities PUMA, Texas",1,31.4,+/-1.6
R0101,79500US4806703,"Cameron County (South)--Brownsville City (Central) PUMA, Texas",1,31.3,+/-2.0
R0101,79500US4806801,"Hidalgo County (Southeast)--Weslaco & Mercedes Cities PUMA, Texas",1,28.9,+/-4.0
R0101,79500US4806802,"Hidalgo County (East)--Alamo & Donna Cities PUMA, Texas",1,27.3,+/-2.6
R0101,79500US4806803,"Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities PUMA; Texas",1,28.1,+/-1.7
R0101,79500US4806804,"Hidalgo County (North Central)--Edinburg City PUMA, Texas",1,27.2,+/-2.2
R0101,79500US4806805,"Hidalgo County (Central)--McAllen City PUMA, Texas",1,35.4,+/-1.9
R0101,79500US4806806,"Hidalgo County (Southwest)--Mission City PUMA, Texas",1,31.6,+/-2.1
R0101,79500US4806807,"Hidalgo County (North & West) PUMA, Texas",1,28.1,+/-2.2
R0101,79500US4806900,"Coastal Bend COG (Southeast) & Willacy County PUMA, Texas",1,32.2,+/-1.1
R0101,79500US4903001,"Tooele & Box Elder Counties PUMA, Utah",1,32.1,+/-0.7
R0101,79500US4905001,"Cache, Summit, Morgan & Rich Counties PUMA; Utah",1,28.7,+/-0.5
R0101,79500US4911001,"Davis County (North)--Layton, Clearfield, Kaysville, Syracuse & Clinton Cities PUMA; Utah",1,30.7,+/-0.9
R0101,79500US4911002,"Davis County (South)--Bountiful, Farmington & North Salt Lake Cities PUMA; Utah",1,33.3,+/-1.5
R0101,79500US4913001,"Southeast Utah & Uintah Basin Region PUMA, Utah",1,34.5,+/-1.3
R0101,79500US4921001,"Southwest & South Central Utah (Outside Washington County)--Cedar City PUMA, Utah",1,33.0,+/-1.0
R0101,79500US4935001,"Salt Lake County (Northwest)--Salt Lake City (West), West Valley City (West) & Magna PUMA; Utah",1,30.1,+/-2.3
R0101,79500US4935002,"Salt Lake County (Northeast)--Salt Lake City (East) PUMA, Utah",1,33.1,+/-1.3
R0101,79500US4935003,"Salt Lake County--West Valley City (Central), Salt Lake City (South Central) & Kearns PUMA; Utah",1,31.5,+/-1.9
R0101,79500US4935004,"Salt Lake County--West Valley City (East), Taylorsville & Murray (West) Cities PUMA; Utah",1,33.7,+/-1.8
R0101,79500US4935005,"Salt Lake County (East Central)--Murray (East), Holladay Cities & Millcreek PUMA; Utah",1,37.0,+/-1.6
R0101,79500US4935006,"Salt Lake County--West Jordan (West), Herriman & South Jordan (West) Cities PUMA; Utah",1,28.4,+/-2.2
R0101,79500US4935007,"Salt Lake County--West Jordan (East), South Jordan (East) & Riverton Cities PUMA; Utah",1,33.0,+/-1.3
R0101,79500US4935008,"Salt Lake County (Southeast)--Sandy (North), Cottonwood Heights & Midvale Cities PUMA; Utah",1,35.2,+/-2.1
R0101,79500US4935009,"Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities PUMA, Utah",1,35.0,+/-1.7
R0101,79500US4949001,"Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities PUMA; Utah",1,24.8,+/-1.2
R0101,79500US4949002,"Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities PUMA; Utah",1,27.7,+/-0.9
R0101,79500US4949003,"Utah County (Central)--Provo City PUMA, Utah",1,23.6,+/-0.4
R0101,79500US4949004,"Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities PUMA; Utah",1,27.6,+/-1.1
R0101,79500US4953001,"Washington County--St. George City PUMA, Utah",1,38.1,+/-0.9
R0101,79500US4957001,"Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities PUMA; Utah",1,33.1,+/-0.8
R0101,79500US4957002,"Weber County (East)--Ogden (Southeast) & South Ogden Cities PUMA, Utah",1,32.9,+/-2.1
R0101,79500US5000100,"Northwest Vermont--Chittenden, Franklin & Grand Isle Counties--Burlington City PUMA; Vermont",1,38.3,+/-0.6
R0101,79500US5000200,"Northeast Vermont--Washington, Caledonia, Orleans, Lamoille & Essex Counties PUMA; Vermont",1,44.2,+/-0.5
R0101,79500US5000300,"Southeast Vermont--Windsor, Windham & Orange Counties PUMA; Vermont",1,48.2,+/-0.5
R0101,79500US5000400,"Southwest Vermont--Rutland, Bennington & Addison Counties PUMA; Vermont",1,45.8,+/-0.5
R0101,79500US5101301,"Arlington County (North) PUMA, Virginia",1,35.2,+/-1.6
R0101,79500US5101302,"Arlington County (South) PUMA, Virginia",1,34.9,+/-1.1
R0101,79500US5104101,"Chesterfield County (East)--James River Region PUMA, Virginia",1,38.9,+/-3.5
R0101,79500US5104102,"Chesterfield County (Central)--Chester & Rockwood PUMA, Virginia",1,38.8,+/-2.8
R0101,79500US5104103,"Chesterfield County (West)--Brandermill & Woodlake PUMA, Virginia",1,38.9,+/-1.7
R0101,79500US5110701,"Loudoun County (Northeast)--Sterling & Ashburn (Northeast/Ashburn Village) PUMA, Virginia",1,36.1,+/-1.0
R0101,79500US5110702,"Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport PUMA, Virginia",1,36.6,+/-0.8
R0101,79500US5110703,"Loudoun County (West & South)--Leesburg Town PUMA, Virginia",1,37.6,+/-1.4
R0101,79500US5151010,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia",1,45.5,+/-0.5
R0101,79500US5151020,"Mount Rogers Planning District Commission PUMA, Virginia",1,47.4,+/-0.8
R0101,79500US5151040,"New River Valley Planning District Commission PUMA, Virginia",1,34.3,+/-1.0
R0101,79500US5151044,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia",1,38.1,+/-0.9
R0101,79500US5151045,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia",1,46.0,+/-0.9
R0101,79500US5151080,"Central Shenandoah Planning District Commission (Southwest) PUMA, Virginia",1,43.9,+/-1.4
R0101,79500US5151084,"Northern Shenandoah Valley Regional Commission (North) PUMA, Virginia",1,41.5,+/-1.6
R0101,79500US5151085,"Northern Shenandoah Valley Regional Commission (South) PUMA, Virginia",1,44.2,+/-0.7
R0101,79500US5151087,"Rappahannock-Rapidan Regional Commission PUMA, Virginia",1,41.2,+/-1.1
R0101,79500US5151089,"Thomas Jefferson Planning District Commission (South & East) PUMA, Virginia",1,44.4,+/-1.4
R0101,79500US5151090,"Thomas Jefferson Planning District Commission (North) PUMA, Virginia",1,36.1,+/-0.9
R0101,79500US5151095,"Virginia's Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City PUMA; Virginia",1,44.1,+/-0.9
R0101,79500US5151096,"Virginia's Region 2000 (South)--Campbell County & Lynchburg City PUMA, Virginia",1,34.1,+/-0.6
R0101,79500US5151097,"West Piedmont Planning District Commission PUMA, Virginia",1,46.8,+/-1.2
R0101,79500US5151105,"Southside Planning District Commission & Commonwealth Regional Council PUMA, Virginia",1,45.1,+/-2.2
R0101,79500US5151110,"Central Shenandoah Planning District Commission (Northeast) PUMA, Virginia",1,33.6,+/-0.9
R0101,79500US5151115,"George Washington Regional Commission (North) PUMA, Virginia",1,34.7,+/-0.8
R0101,79500US5151120,"George Washington Regional Commission (South) PUMA, Virginia",1,38.2,+/-0.9
R0101,79500US5151125,"Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions PUMA; Virginia",1,50.9,+/-1.1
R0101,79500US5151135,"Crater Planning District Commission PUMA, Virginia",1,40.4,+/-1.3
R0101,79500US5151145,"Isle of Wight, Southampton Counties, Suffolk & Franklin Cities PUMA; Virginia",1,40.2,+/-0.9
R0101,79500US5151154,"Norfolk City (Northeast) PUMA, Virginia",1,30.7,+/-0.4
R0101,79500US5151155,"Portsmouth & Norfolk (Southwest) Cities PUMA, Virginia",1,36.4,+/-1.0
R0101,79500US5151164,"Virginia Beach City (North) PUMA, Virginia",1,38.9,+/-2.0
R0101,79500US5151165,"Virginia Beach City (Central) PUMA, Virginia",1,35.4,+/-0.9
R0101,79500US5151167,"Virginia Beach City (South) PUMA, Virginia",1,36.9,+/-1.5
R0101,79500US5151175,"Newport News City PUMA, Virginia",1,33.3,+/-0.6
R0101,79500US5151186,"Hampton City PUMA, Virginia",1,35.8,+/-0.4
R0101,79500US5151206,"James City, York Counties, Williamsburg & Poquoson Cities PUMA; Virginia",1,42.9,+/-0.9
R0101,79500US5151215,"Hanover, Powhatan, Goochland, New Kent, King William & Charles City Counties PUMA; Virginia",1,43.4,+/-0.9
R0101,79500US5151224,"Henrico County (South & East)--Highland Springs, East Highland Park & Glen Allen PUMA; Virginia",1,40.1,+/-1.4
R0101,79500US5151225,"Henrico County (West)--Tuckahoe, Short Pump & Wyndham PUMA; Virginia",1,38.2,+/-1.2
R0101,79500US5151235,"Richmond City PUMA, Virginia",1,34.2,+/-0.3
R0101,79500US5151244,"Prince William County (North & West)--Linton Hall & Gainesville PUMA, Virginia",1,37.5,+/-1.4
R0101,79500US5151245,"Manassas, Manassas Park Cities & Prince William County (Central)--Buckhall & Sudley PUMA; Virginia",1,34.5,+/-1.0
R0101,79500US5151246,"Prince William County (Southeast)--Dale City, Lake Ridge & Woodbridge PUMA; Virginia",1,35.3,+/-0.6
R0101,79500US5151255,"Alexandria City PUMA, Virginia",1,37.1,+/-0.4
R0101,79500US5155001,"Chesapeake City (Northeast) PUMA, Virginia",1,37.2,+/-1.6
R0101,79500US5155002,"Chesapeake City (South & West) PUMA, Virginia",1,38.1,+/-0.9
R0101,79500US5159301,"Fairfax County (East Central)--Annandale, West Falls Church & Bailey's Crossroads PUMA; Virginia",1,37.2,+/-1.9
R0101,79500US5159302,"Fairfax County (Southeast)--Woodlawn, Rose Hill & Mount Vernon PUMA; Virginia",1,37.2,+/-1.6
R0101,79500US5159303,"Fairfax County (Central) & Fairfax City--Burke PUMA, Virginia",1,38.7,+/-1.2
R0101,79500US5159304,"Fairfax County (Southwest)--Centreville (Southeast) & Lorton PUMA, Virginia",1,39.4,+/-1.9
R0101,79500US5159305,"Fairfax County (North Central)--Vienna Town, Oakton & Fair Oaks (East) PUMA; Virginia",1,39.7,+/-1.3
R0101,79500US5159306,"Fairfax County (South Central)--Springfield (South), West Springfield & Franconia PUMA; Virginia",1,38.8,+/-1.9
R0101,79500US5159307,"Fairfax County (Northwest)--Reston (North) & Franklin Farm PUMA, Virginia",1,39.0,+/-1.4
R0101,79500US5159308,"Fairfax County (Northeast)--McLean & Idylwood PUMA, Virginia",1,39.5,+/-1.9
R0101,79500US5159309,"Fairfax County (West Central)--Centreville (North & West) & Chantilly (South & West) PUMA, Virginia",1,35.5,+/-1.4
R0101,79500US5310100,"Whatcom County--Bellingham City PUMA, Washington",1,38.9,+/-0.7
R0101,79500US5310200,"Skagit, Island & San Juan Counties PUMA; Washington",1,43.2,+/-0.9
R0101,79500US5310300,"Chelan & Douglas Counties PUMA, Washington",1,39.5,+/-1.4
R0101,79500US5310400,"Stevens, Okanogan, Pend Oreille & Ferry Counties PUMA; Washington",1,45.2,+/-1.0
R0101,79500US5310501,"Spokane County (North Central)--Spokane City (North) PUMA, Washington",1,39.2,+/-2.3
R0101,79500US5310502,"Spokane County (South Central)--Spokane City (South) PUMA, Washington",1,36.0,+/-1.6
R0101,79500US5310503,"Spokane County (East Central)--Greater Spokane Valley City PUMA, Washington",1,37.6,+/-2.9
R0101,79500US5310504,"Spokane County (Outer)--Cheney City PUMA, Washington",1,38.5,+/-2.2
R0101,79500US5310600,"Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties PUMA; Washington",1,31.8,+/-1.4
R0101,79500US5310701,"Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities PUMA; Washington",1,32.1,+/-1.4
R0101,79500US5310702,"Benton County (East Central)--Kennewick & Richland (South) Cities PUMA, Washington",1,37.1,+/-2.1
R0101,79500US5310703,"Walla Walla, Benton (Outer) & Franklin (Outer) Counties PUMA; Washington",1,36.3,+/-1.4
R0101,79500US5310800,"Grant & Kittitas Counties PUMA, Washington",1,33.6,+/-0.7
R0101,79500US5310901,"Yakima County (Central)--Greater Yakima City PUMA, Washington",1,35.3,+/-1.7
R0101,79500US5310902,"Yakima County (Outer)--Sunnyside & Grandview Cities PUMA, Washington",1,31.0,+/-1.5
R0101,79500US5311000,"Lewis, Klickitat & Skamania Counties PUMA; Washington",1,43.7,+/-2.0
R0101,79500US5311101,"Clark County (Southwest)--Vancouver City (West & Central) PUMA, Washington",1,37.9,+/-1.9
R0101,79500US5311102,"Clark County (West Central)--Salmon Creek & Hazel Dell PUMA, Washington",1,38.4,+/-1.9
R0101,79500US5311103,"Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities PUMA; Washington",1,39.9,+/-2.0
R0101,79500US5311104,"Clark County (North)--Battle Ground City & Orchards PUMA, Washington",1,38.7,+/-1.4
R0101,79500US5311200,"Cowlitz, Pacific & Wahkiakum Counties PUMA; Washington",1,43.0,+/-1.2
R0101,79500US5311300,"Grays Harbor & Mason Counties PUMA, Washington",1,45.4,+/-0.6
R0101,79500US5311401,"Thurston County (Central)--Olympia, Lacey & Tumwater Cities PUMA; Washington",1,38.6,+/-1.2
R0101,79500US5311402,"Thurston County (Outer) PUMA, Washington",1,41.7,+/-2.1
R0101,79500US5311501,"Pierce County (Central)--Tacoma City (Central) PUMA, Washington",1,34.7,+/-1.9
R0101,79500US5311502,"Pierce County (Northwest)--Peninsula Region & Tacoma City (West) PUMA, Washington",1,43.8,+/-3.7
R0101,79500US5311503,"Pierce County (West Central)--Lakewood City & Joint Base Lewis-McChord PUMA, Washington",1,32.1,+/-2.7
R0101,79500US5311504,"Pierce County (South Central)--Tacoma City (South), Parkland & Spanaway PUMA; Washington",1,33.7,+/-2.0
R0101,79500US5311505,"Pierce County (North Central)--Tacoma (Port) & Bonney Lake (Northwest) Cities PUMA, Washington",1,37.7,+/-2.2
R0101,79500US5311506,"Pierce County (East Central)--Puyallup City & South Hill PUMA, Washington",1,37.3,+/-1.6
R0101,79500US5311507,"Pierce County (Southeast)--Graham, Elk Plain & Prairie Ridge PUMA; Washington",1,36.6,+/-2.1
R0101,79500US5311601,"Seattle City (Northwest) PUMA, Washington",1,35.0,+/-1.3
R0101,79500US5311602,"Seattle City (Northeast) PUMA, Washington",1,30.6,+/-1.4
R0101,79500US5311603,"Seattle City (Downtown)--Queen Anne & Magnolia PUMA, Washington",1,33.7,+/-0.9
R0101,79500US5311604,"Seattle City (Southeast)--Capitol Hill PUMA, Washington",1,34.9,+/-1.4
R0101,79500US5311605,"Seattle City (West)--Duwamish & Beacon Hill PUMA, Washington",1,39.5,+/-1.3
R0101,79500US5311606,"King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities PUMA; Washington",1,41.7,+/-2.7
R0101,79500US5311607,"King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill PUMA; Washington",1,36.1,+/-1.0
R0101,79500US5311608,"King County (Northwest Central)--Greater Bellevue City PUMA, Washington",1,36.8,+/-1.8
R0101,79500US5311609,"King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities PUMA; Washington",1,39.4,+/-1.5
R0101,79500US5311610,"King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway PUMA; Washington",1,37.3,+/-1.5
R0101,79500US5311611,"King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center PUMA; Washington",1,36.9,+/-1.0
R0101,79500US5311612,"King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island PUMA; Washington",1,37.2,+/-3.6
R0101,79500US5311613,"King County (Southwest Central)--Kent City PUMA, Washington",1,35.6,+/-2.0
R0101,79500US5311614,"King County (Southwest)--Auburn City & Lakeland PUMA, Washington",1,38.9,+/-2.1
R0101,79500US5311615,"King County (Southeast)--Maple Valley, Covington & Enumclaw Cities PUMA; Washington",1,41.9,+/-2.3
R0101,79500US5311616,"King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill PUMA; Washington",1,39.8,+/-1.1
R0101,79500US5311701,"Snohomish County (Southwest)--Edmonds, Lynnwood & Mountlake Terrace Cities PUMA; Washington",1,42.7,+/-3.0
R0101,79500US5311702,"Snohomish County (West Central)--Mukilteo & Everett (Southwest) Cities PUMA, Washington",1,35.9,+/-1.8
R0101,79500US5311703,"Snohomish County (Central)--Everett City (Central & East) & Eastmont PUMA, Washington",1,36.8,+/-2.0
R0101,79500US5311704,"Snohomish County (South Central)--Bothell (North), Mill Creek Cities & Silver Firs PUMA; Washington",1,36.2,+/-1.4
R0101,79500US5311705,"Snohomish County (Central & Southeast)--Lake Stevens & Monroe Cities PUMA, Washington",1,38.7,+/-1.8
R0101,79500US5311706,"Snohomish County (North)--Marysville & Arlington Cities PUMA, Washington",1,40.5,+/-1.9
R0101,79500US5311801,"Kitsap County (North)--Bainbridge Island City & Silverdale PUMA, Washington",1,44.4,+/-2.5
R0101,79500US5311802,"Kitsap County (South)--Bremerton & Port Orchard Cities PUMA, Washington",1,37.1,+/-1.6
R0101,79500US5311900,"Clallam & Jefferson Counties PUMA, Washington",1,54.1,+/-0.8
R0101,79500US5400100,"Ohio, Marshall, Hancock & Brooke Counties PUMA; West Virginia",1,46.5,+/-0.8
R0101,79500US5400200,"Harrison, Marion, Taylor & Doddridge Counties PUMA; West Virginia",1,43.1,+/-1.0
R0101,79500US5400300,"Monongalia & Preston Counties--Morgantown City PUMA, West Virginia",1,35.3,+/-0.4
R0101,79500US5400400,"Berkeley, Jefferson, Mineral, Hampshire & Morgan Counties PUMA; West Virginia",1,40.9,+/-0.7
R0101,79500US5400500,"Randolph, Upshur, Barbour, Lewis, Hardy, Grant, Pendleton & Tucker Counties PUMA; West Virginia",1,43.1,+/-1.7
R0101,79500US5400600,"Jackson, Wetzel, Roane, Braxton, Ritchie, Tyler, Gilmer & Calhoun Counties PUMA; West Virginia",1,45.0,+/-2.0
R0101,79500US5400700,"Wood, Pleasants & Wirt Counties PUMA; West Virginia",1,44.4,+/-1.2
R0101,79500US5400800,"Cabell, Wayne & Mason Counties--Huntington City PUMA; West Virginia",1,42.1,+/-1.0
R0101,79500US5400900,"Putnam, Boone & Lincoln Counties PUMA; West Virginia",1,42.4,+/-1.3
R0101,79500US5401000,"Kanawha & Clay Counties--Charleston City PUMA, West Virginia",1,43.2,+/-0.7
R0101,79500US5401100,"Greenbrier, Nicholas, Summers, Monroe & Pocahontas Counties PUMA; West Virginia",1,48.4,+/-1.1
R0101,79500US5401200,"Raleigh, Mercer & Fayette Counties PUMA; West Virginia",1,44.0,+/-0.5
R0101,79500US5401300,"Logan, Mingo, Wyoming & McDowell Counties PUMA; West Virginia",1,44.5,+/-1.2
R0101,79500US5500100,"Northwest Wisconsin PUMA, Wisconsin",1,48.1,+/-0.3
R0101,79500US5500101,"Madison City (Central) PUMA, Wisconsin",1,27.3,+/-1.1
R0101,79500US5500102,"Dane County (East) PUMA, Wisconsin",1,39.6,+/-1.3
R0101,79500US5500103,"Dane County (West) PUMA, Wisconsin",1,37.7,+/-0.9
R0101,79500US5500200,"Green Bay City PUMA, Wisconsin",1,36.1,+/-1.7
R0101,79500US5500300,"Outer Green Bay City PUMA, Wisconsin",1,38.8,+/-1.0
R0101,79500US5500600,"Oneida, Lincoln, Vilas, Langlade & Forest Counties PUMA; Wisconsin",1,52.1,+/-0.7
R0101,79500US5500700,"West Central Wisconsin--Northern Mississippi Region PUMA, Wisconsin",1,41.1,+/-0.4
R0101,79500US5500800,"Grant, Green, Iowa, Richland & Lafayette Counties PUMA; Wisconsin",1,41.3,+/-0.5
R0101,79500US5500900,"La Crosse County PUMA, Wisconsin",1,36.2,+/-0.8
R0101,79500US5501000,"Sauk & Columbia Counties PUMA, Wisconsin",1,41.7,+/-0.7
R0101,79500US5501001,"Dodge & Jefferson Counties PUMA, Wisconsin",1,42.4,+/-0.6
R0101,79500US5501300,"Marinette, Oconto, Door & Florence Counties PUMA; Wisconsin",1,50.3,+/-0.7
R0101,79500US5501301,"Manitowoc & Kewaunee Counties PUMA, Wisconsin",1,45.1,+/-0.3
R0101,79500US5501400,"East Central Wisconsin PUMA, Wisconsin",1,46.8,+/-0.4
R0101,79500US5501401,"Fond du Lac & Calumet Counties PUMA, Wisconsin",1,42.1,+/-0.7
R0101,79500US5501500,"Outagamie County PUMA, Wisconsin",1,38.1,+/-0.5
R0101,79500US5501501,"Winnebago County PUMA, Wisconsin",1,37.9,+/-0.7
R0101,79500US5501600,"Marathon County PUMA, Wisconsin",1,41.2,+/-0.6
R0101,79500US5501601,"Central Sands--Wood, Portage, Juneau & Adams Counties PUMA; Wisconsin",1,44.0,+/-0.5
R0101,79500US5502400,"Rock County PUMA, Wisconsin",1,40.3,+/-0.9
R0101,79500US5502500,"Sheboygan County PUMA, Wisconsin",1,42.0,+/-0.9
R0101,79500US5510000,"Kenosha County PUMA, Wisconsin",1,38.1,+/-0.6
R0101,79500US5520000,"Washington & Ozaukee Counties PUMA, Wisconsin",1,44.2,+/-0.4
R0101,79500US5530000,"Racine County PUMA, Wisconsin",1,41.1,+/-0.8
R0101,79500US5540101,"Milwaukee County (Northeast) PUMA, Wisconsin",1,33.4,+/-1.7
R0101,79500US5540301,"Milwaukee County (South) PUMA, Wisconsin",1,43.0,+/-2.5
R0101,79500US5540701,"Milwaukee County (West) PUMA, Wisconsin",1,40.7,+/-1.6
R0101,79500US5541001,"Milwaukee City (North) PUMA, Wisconsin",1,32.8,+/-2.1
R0101,79500US5541002,"Milwaukee City (North Central) PUMA, Wisconsin",1,32.6,+/-2.3
R0101,79500US5541003,"Milwaukee City (Central) PUMA, Wisconsin",1,28.6,+/-1.4
R0101,79500US5541004,"Milwaukee City (South Central) PUMA, Wisconsin",1,29.3,+/-1.4
R0101,79500US5541005,"Milwaukee City (South) PUMA, Wisconsin",1,36.0,+/-1.4
R0101,79500US5550000,"Walworth County PUMA, Wisconsin",1,41.8,+/-1.0
R0101,79500US5555101,"Barron, Polk, Clark & Chippewa (North) Counties PUMA; Wisconsin",1,42.7,+/-0.7
R0101,79500US5555102,"St. Croix & Dunn Counties PUMA, Wisconsin",1,37.8,+/-0.4
R0101,79500US5555103,"Eau Claire & Chippewa (South) Counties PUMA, Wisconsin",1,37.6,+/-0.7
R0101,79500US5570101,"Waukesha County (West) PUMA, Wisconsin",1,44.0,+/-2.6
R0101,79500US5570201,"Waukesha County (East) PUMA, Wisconsin",1,44.7,+/-2.1
R0101,79500US5570301,"Waukesha County (Central) PUMA, Wisconsin",1,41.4,+/-1.2
R0101,79500US5600100,"Sheridan, Park, Teton, Lincoln & Big Horn Counties PUMA; Wyoming",1,40.9,+/-1.2
R0101,79500US5600200,"Campbell, Goshen, Platte, Johnson, Washakie, Weston, Crook & Niobrara Counties PUMA; Wyoming",1,40.0,+/-1.8
R0101,79500US5600300,"Laramie & Albany Counties PUMA, Wyoming",1,34.8,+/-0.6
R0101,79500US5600400,"Natrona, Carbon & Converse Counties PUMA; Wyoming",1,38.9,+/-1.8
R0101,79500US5600500,"Sweetwater, Fremont, Uinta, Sublette & Hot Springs Counties--Wind River Reservation PUMA; Wyoming",1,37.2,+/-1.0
R0101,79500US7200101,"San Sebastián, Aguada, Moca, Añasco & Rincón Municipios--Carr 2-Carr 111 PUMA; Puerto Rico",1,44.3,+/-1.2
R0101,79500US7200102,"Aguadilla, Isabela & Quebradillas Municipios--Carr 2 (Noroeste) PUMA; Puerto Rico",1,42.7,+/-1.6
R0101,79500US7200201,"Cabo Rojo, San Germán, Lajas & Sabana Grande Municipios--Carr 2-Carr 100 PUMA; Puerto Rico",1,46.6,+/-1.5
R0101,79500US7200202,"Mayagüez, Hormigueros, Las Marías & Maricao Municipios--Carr 2 (Suroeste) PUMA; Puerto Rico",1,43.8,+/-1.7
R0101,79500US7200301,"Arecibo, Barceloneta & Florida Municipios--Carr 2 (Norte) PUMA; Puerto Rico",1,43.6,+/-1.3
